,created_at,id,full_text,cleaned_text,entities,retweet_count,favorite_count,CountyId,user_name,user_followers_count,user_friends_count,user_listed_count,favourites_count,user_location,geo,neg,neu,pos,compound
219,2020-02-25 21:51:55+00:00,1232422999321710604,2/25/20 Closing #markets #coronavirus #Italy #Iran #POTUS #ES_F #DX_F #ratecut #gold #silver #crude  https://t.co/AHPTJUr7k9,"closing markets italy iran potus esf dxf ratecut gold silver crude
","{'hashtags': [{'text': 'markets', 'indices': [16, 24]}, {'text': 'coronavirus', 'indices': [25, 37]}, {'text': 'Italy', 'indices': [38, 44]}, {'text': 'Iran', 'indices': [45, 50]}, {'text': 'POTUS', 'indices': [51, 57]}, {'text': 'ES_F', 'indices': [58, 63]}, {'text': 'DX_F', 'indices': [64, 69]}, {'text': 'ratecut', 'indices': [70, 78]}, {'text': 'gold', 'indices': [79, 84]}, {'text': 'silver', 'indices': [85, 92]}, {'text': 'crude', 'indices': [93, 99]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AHPTJUr7k9', 'expanded_url': 'https://www.pscp.tv/w/cSWOcjYzNzV8MVlxSkRFYU9iWWt4VtSnLvdiScgEeD-WaQr3ZRcE5kP28D2NgZBbe04KeY_F', 'display_url': 'pscp.tv/w/cSWOcjYzNzV8…', 'indices': [101, 124]}]}",0,1,17031.0,Patrick Rooney,8627,5071,327,35308,"Chicago, IL","[-87.63882774, 41.87934911]",0.27,0.73,0.0,-0.5719
220,2020-02-26 03:21:20+00:00,1232505901480849408,"Ayy Dios...🤗😍🎶🎵🎼 @ANAGABRIELRL  #YoNoTeHagoFalta @elfestival @ Corona, New York https://t.co/SuTAijyPXV","ayy dios🤗😍🎶🎵🎼 anagabrielrl yonotehagofalta elfestival new york
","{'hashtags': [{'text': 'YoNoTeHagoFalta', 'indices': [32, 48]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ANAGABRIELRL', 'name': 'Ana Gabriel', 'id': 138314829, 'id_str': '138314829', 'indices': [17, 30]}, {'screen_name': 'elfestival', 'name': 'Festival de Viña del Mar', 'id': 142114827, 'id_str': '142114827', 'indices': [49, 60]}], 'urls': [{'url': 'https://t.co/SuTAijyPXV', 'expanded_url': 'https://www.instagram.com/p/B9A8l9Ph8oBuhSDtbwppdbkNZ6dYdPb6yQYjmY0/?igshid=4d8x5qso62w1', 'display_url': 'instagram.com/p/B9A8l9Ph8oBu…', 'indices': [80, 103]}]}",0,0,19117.0,Jehannette,1320,656,3,53763,New York,"[-73.8603, 40.7472]",0.0,1.0,0.0,0.0
221,2020-02-26 23:42:27+00:00,1232813207326220290,"I'm at Golden China in Norfolk, VA https://t.co/wNkPKRTBpC","im golden china norfolk va
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wNkPKRTBpC', 'expanded_url': 'https://www.swarmapp.com/c/l2b2eRvvIQl', 'display_url': 'swarmapp.com/c/l2b2eRvvIQl', 'indices': [35, 58]}]}",0,0,51710.0,Michael Ragsdale 🍑,410,1088,20,3373,"Norfolk, VA","[-76.25432918, 36.9555546]",0.0,1.0,0.0,0.0
222,2020-02-26 23:47:47+00:00,1232814546131267586,We are too funny!!!! 🤣🤣🤣 melaniestartaylor @ Sola Salons Corona https://t.co/aHEr8lVal0,"funny 🤣🤣🤣 melaniestaaylor sola salons
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aHEr8lVal0', 'expanded_url': 'https://www.instagram.com/p/B9DJAf4Bn2VnlXT_7Cf2cG6bUT9tjNlgC0iAYQ0/?igshid=17z07im8fhoy6', 'display_url': 'instagram.com/p/B9DJAf4Bn2Vn…', 'indices': [64, 87]}]}",0,0,6065.0,elizabeth,84,705,0,5147,"Riverside, CA","[-117.5231208, 33.8849635]",0.0,0.58,0.42,0.4404
223,2020-02-26 23:48:54+00:00,1232814830526046214,vp will lead the Coronavirus Task Force @realdonaldtrump just announced. @ The White House https://t.co/Qf7mdYNqUY,"vp lead task force realdonaldtrump announced white house
","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [40, 56]}], 'urls': [{'url': 'https://t.co/Qf7mdYNqUY', 'expanded_url': 'https://www.instagram.com/p/B9DJI1UpZhH/?igshid=1dilrznzpqxnv', 'display_url': 'instagram.com/p/B9DJI1UpZhH/…', 'indices': [91, 114]}]}",23,126,26099.0,AprilDRyan,612527,5163,4139,22771,"Washington, D.C.","[-77.03625482, 38.89797248]",0.0,1.0,0.0,0.0
224,2020-02-27 21:07:33+00:00,1233136612659216385,Coronavirus is threatening to end the world air-travel boom - CNBC https://t.co/nfqrBYN4Se https://t.co/snovXxrDqk,"threatening end world airavel boom cnbc
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nfqrBYN4Se', 'expanded_url': 'http://dlvr.it/RQtG5b', 'display_url': 'dlvr.it/RQtG5b', 'indices': [67, 90]}], 'media': [{'id': 1233136607848361984, 'id_str': '1233136607848361984', 'indices': [91, 114], 'media_url': 'http://pbs.twimg.com/media/ERz7Nh5U8AARqpi.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ERz7Nh5U8AARqpi.jpg', 'url': 'https://t.co/snovXxrDqk', 'display_url': 'pic.twitter.com/snovXxrDqk', 'expanded_url': 'https://twitter.com/DuaneHutchins/status/1233136612659216385/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}",0,0,42069.0,Duane Hutchins,2878,3316,56,58,"Scranton, PA USA","[-75.7080613, 41.3854908]",0.405,0.595,0.0,-0.5267
225,2020-02-27 21:07:40+00:00,1233136643156119555,Finally a rap song about coronavirus @ NORMS Restaurants https://t.co/8XHTg86PSO,"finally rap song norms restaurants
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8XHTg86PSO', 'expanded_url': 'https://www.instagram.com/p/B9Fbe7dA7QB/?igshid=1ir6adowfurc0', 'display_url': 'instagram.com/p/B9Fbe7dA7QB/…', 'indices': [57, 80]}]}",0,0,,Denver Smith,818,2714,20,1576,,"[-118.37617, 34.07985]",0.0,1.0,0.0,0.0
226,2020-02-26 21:24:33+00:00,1232778500857356288,"#sanitize @ Corona, California https://t.co/yk2qqjdVOJ","sanitize california
","{'hashtags': [{'text': 'sanitize', 'indices': [0, 9]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/yk2qqjdVOJ', 'expanded_url': 'https://www.instagram.com/p/B9C4ndoBXKe/?igshid=f6raoyvfed5r', 'display_url': 'instagram.com/p/B9C4ndoBXKe/…', 'indices': [31, 54]}]}",0,0,42045.0,Francisco DeJesus,325,2119,5,76,"Upland, CA.","[-117.566, 33.8753]",0.0,1.0,0.0,0.0
227,2020-02-28 00:39:14+00:00,1233189885294473220,"Desde el punto de vista sistemico, el coronavirus surge del mismo sistema social buscando una salida de una situación en la que se encuentra desde mucho tiempo atrás.

Una manifestación muy agresiva porque brotes… https://t.co/ym0F7Drq5m","desde el punto de vista sistemico el surge del mismo sistema social buscando una salida de una situación en la que se encuentra desde mucho tiempo atrás una manifestación muy agresiva porque brotes…
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ym0F7Drq5m', 'expanded_url': 'https://www.instagram.com/p/B9FzscjniVG/?igshid=ht9o5hz126qh', 'display_url': 'instagram.com/p/B9FzscjniVG/…', 'indices': [214, 237]}]}",0,0,12086.0,Coach de Almas,286,187,17,3066,"Miami, Fl.","[-80.2917, 26.01]",0.0,1.0,0.0,0.0
228,2020-02-28 00:39:42+00:00,1233190002806444032,Drinking a Corona Hard Seltzer Blackberry Lime by @GrupoModelo_MX @ La Terraza Apartments — https://t.co/GSdk0JhcmX,"drinking hard seltzer blackberry lime grupomodelomx la terraza apaments —
","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GrupoModelo_MX', 'name': 'Grupo Modelo MX', 'id': 3243569882, 'id_str': '3243569882', 'indices': [50, 65]}], 'urls': [{'url': 'https://t.co/GSdk0JhcmX', 'expanded_url': 'http://untp.beer/s/c871648482', 'display_url': 'untp.beer/s/c871648482', 'indices': [92, 115]}]}",0,0,4027.0,Nick Mendez,63,168,3,286,"Yuma, AZ","[-121.97, 37.3187]",0.149,0.851,0.0,-0.1027
229,2020-02-25 14:40:31+00:00,1232314437928980480,"Laborer overheard at dusty #manhattan construction site: '#coronavirus #masks for sale, just $10!' May soon be no joke @ 34 St - Herald Square https://t.co/HdRXXG0Kwi","laborer overheard dusty manhattan construction site masks sale may soon joke st herald square
","{'hashtags': [{'text': 'manhattan', 'indices': [27, 37]}, {'text': 'coronavirus', 'indices': [58, 70]}, {'text': 'masks', 'indices': [71, 77]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HdRXXG0Kwi', 'expanded_url': 'https://www.instagram.com/p/B8_llfRH51z/?igshid=1whuzidqav5zy', 'display_url': 'instagram.com/p/B8_llfRH51z/…', 'indices': [143, 166]}]}",0,0,44007.0,G. Wayne Miller,4033,4717,142,11062,"Providence, RI","[-73.9908007, 40.7509257]",0.0,0.855,0.145,0.296
230,2020-02-27 20:19:45+00:00,1233124583726694400,"""Dramatica,"" details by @SinXero @SinXero. Oil stick, oil pastel &amp; black China marker on 36""x24x1.5"", birch panel. Enquiries &amp; exclusive gallery viewings: SinXeroArt@gmail.com. #ContemporaryArt #FineArt… https://t.co/JADxzuQMlo","dramatica details sinxero sinxero oil stick oil pastel amp black china marker xx birch panel enquiries amp exclusive gallery viewings sinxeroagmailcom contemporarya finea…
","{'hashtags': [{'text': 'ContemporaryArt', 'indices': [185, 201]}, {'text': 'FineArt', 'indices': [202, 210]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SinXero', 'name': 'SinXero Contemporary', 'id': 304065645, 'id_str': '304065645', 'indices': [24, 32]}, {'screen_name': 'SinXero', 'name': 'SinXero Contemporary', 'id': 304065645, 'id_str': '304065645', 'indices': [33, 41]}], 'urls': [{'url': 'https://t.co/JADxzuQMlo', 'expanded_url': 'https://www.instagram.com/p/B9FV_wilRUx/?igshid=mvsghukxx6tc', 'display_url': 'instagram.com/p/B9FV_wilRUx/…', 'indices': [212, 235]}]}",0,0,36061.0,SinXero Contemporary,236,696,15,669,NYC,"[-73.82928, 40.83871]",0.0,0.936,0.064,0.128
231,2020-02-29 12:07:37+00:00,1233725511018438657,"Obat virus Corona telah ditemukan. Sementara Khusus untuk wanita dulu. 
A medicine for Coronavirus has been discovered. Momentarily just for women...lol @ Jamaica, New York https://t.co/975uPxAMxI","obat telah ditemukan sementara khusus untuk wanita dulu medicine discovered momentarily womenlol jamaica new york
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/975uPxAMxI', 'expanded_url': 'https://www.instagram.com/p/B9JnD8qHdv_/?igshid=1fqadys323ibe', 'display_url': 'instagram.com/p/B9JnD8qHdv_/…', 'indices': [173, 196]}]}",2,4,36061.0,Imam Shamsi Ali,32088,2088,89,4413,"New York, USA","[-73.7924, 40.6981]",0.0,1.0,0.0,0.0
232,2020-02-29 12:44:02+00:00,1233734674624593923,Thoughts? San Francisco :: Coronavirus spreading in California amid intense fight to slow outbreak: Northern California has become a focus of efforts to slow the spread of the coronavirus in the U.S. as officials urgently tried to locate people who came… https://t.co/ctjno3SlCM,"thoughts san francisco spreading california amid intense fight slow outbreak nohern california become focus effos slow spread us officials urgently tried locate people came…
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ctjno3SlCM', 'expanded_url': 'http://dlvr.it/RQzPxb', 'display_url': 'dlvr.it/RQzPxb', 'indices': [255, 278]}]}",0,1,6081.0,Shaun Haines 力是亮,0,4971,0,7468,"San Francisco, CA","[-122.40294686, 37.71235651]",0.1,0.849,0.05,-0.3182
233,2020-02-29 12:40:03+00:00,1233733672932528128,"3.1 magnitude #earthquake. 15 mi from China Lake Acres, CA, #UnitedStates https://t.co/6dClgdZAOV","magnitude eahquake mi china lake acres ca unitedstates
","{'hashtags': [{'text': 'earthquake', 'indices': [14, 25]}, {'text': 'UnitedStates', 'indices': [60, 73]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6dClgdZAOV', 'expanded_url': 'http://www.earthquaketrack.com/quakes/2020-02-29-12-35-38-utc-3-1-3', 'display_url': 'earthquaketrack.com/quakes/2020-02…', 'indices': [74, 97]}]}",3,3,6037.0,Southern CA Quakes,41512,14,266,1,Los Angeles,"[-117.682, 35.843]",0.0,1.0,0.0,0.0
234,2020-02-29 12:40:04+00:00,1233733673859440640,"3.1 magnitude #earthquake. 24 km from China Lake Acres, #CA, #UnitedStates https://t.co/PlkrXk30vZ","magnitude eahquake km china lake acres ca unitedstates
","{'hashtags': [{'text': 'earthquake', 'indices': [14, 25]}, {'text': 'CA', 'indices': [56, 59]}, {'text': 'UnitedStates', 'indices': [61, 74]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PlkrXk30vZ', 'expanded_url': 'http://www.earthquaketrack.com/quakes/2020-02-29-12-35-38-utc-3-1-3', 'display_url': 'earthquaketrack.com/quakes/2020-02…', 'indices': [75, 98]}]}",6,6,,Earthquake Alerts,190515,10,1347,21,,"[-117.682, 35.843]",0.0,1.0,0.0,0.0
235,2020-02-29 12:08:34+00:00,1233725747556044801,"Not just for coronavirus...
Wash your hands @ Baltimore, Maryland https://t.co/1X4dMGgMLk","wash hands baltimore maryland
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1X4dMGgMLk', 'expanded_url': 'https://www.instagram.com/p/B9JnX9oJhCEOU6_9jpIlNV9pRueSECLL7j-9yg0/?igshid=1xr22c2yacjl1', 'display_url': 'instagram.com/p/B9JnX9oJhCEO…', 'indices': [66, 89]}]}",0,0,24005.0,Nic J.,456,1311,41,8648,"Baltimore, MD","[-76.614, 39.2944]",0.0,1.0,0.0,0.0
236,2020-02-29 17:26:56+00:00,1233805869672009731,"PSA: Remember to wash your hands!
.
.
.
#coronavirus #corona #washyourhands #FreezeTV #atlanta @ Atlanta, Georgia https://t.co/pT6UWJFkdj","psa remember wash hands washyourhands freezetv atlanta atlanta georgia
","{'hashtags': [{'text': 'coronavirus', 'indices': [40, 52]}, {'text': 'corona', 'indices': [53, 60]}, {'text': 'washyourhands', 'indices': [61, 75]}, {'text': 'FreezeTV', 'indices': [76, 85]}, {'text': 'atlanta', 'indices': [86, 94]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pT6UWJFkdj', 'expanded_url': 'https://www.instagram.com/p/B9KLpi8AzF9/?igshid=1aor8s6dglwc8', 'display_url': 'instagram.com/p/B9KLpi8AzF9/…', 'indices': [114, 137]}]}",0,0,13089.0,OnlyFrïs,1681,806,126,22388,"Atlanta, GA","[-84.3889, 33.7566]",0.0,1.0,0.0,0.0
237,2020-02-29 17:27:21+00:00,1233805974223253505,"On the bright side, if you get #coronavirus, at least you'll have more time to watch Xfinity on Campus completely undisturbed!
Be sure to log into your account today! Get well soon wholeholywoosh!… https://t.co/scGJhDHFnb","bright side get least youll time watch xfinity campus completely undisturbed sure log account today get well soon wholeholywoosh…
","{'hashtags': [{'text': 'coronavirus', 'indices': [31, 43]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/scGJhDHFnb', 'expanded_url': 'https://www.instagram.com/p/B9KL24Ng3Cu/?igshid=1q9vyc9mzbrte', 'display_url': 'instagram.com/p/B9KL24Ng3Cu/…', 'indices': [198, 221]}]}",0,0,55091.0,Katie Zakrzewski,350,2230,0,1093,Arkansas,"[-92.33962325, 34.72244604]",0.0,0.679,0.321,0.7635
238,2020-02-29 17:50:23+00:00,1233811770822811648,Coronavirus Disease (COVID-19) Outbreak - What We Should Know  https://t.co/y1PsiqiSdL,"disease outbreak know
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/y1PsiqiSdL', 'expanded_url': 'https://gabrielateisu.com/iamfoodietraveler/coronavirus-known-facts', 'display_url': 'gabrielateisu.com/iamfoodietrave…', 'indices': [63, 86]}]}",0,0,29013.0,Gabriela,364,101,3,1042,"Amsterdam, The Netherlands","[-74.0007613, 40.7207559]",0.0,1.0,0.0,0.0
239,2020-02-29 17:54:41+00:00,1233812849258123264,"Stay safe out there. Had to share this from fellow art dealer Chazzle Dazzle
.
.
.
#protectyourself #mask #staysafe #coveryourcough #coronavirus #oldmasters #portrait #oldmaster #historyrepeats #stayhealthy @… https://t.co/lA54CfLX3C","stay safe share fellow dealer chazzle dazzle protectyourself mask staysafe coveryourcough oldmasters porait oldmaster historyrepeats stayhealthy …
","{'hashtags': [{'text': 'protectyourself', 'indices': [83, 99]}, {'text': 'mask', 'indices': [100, 105]}, {'text': 'staysafe', 'indices': [106, 115]}, {'text': 'coveryourcough', 'indices': [116, 131]}, {'text': 'coronavirus', 'indices': [132, 144]}, {'text': 'oldmasters', 'indices': [145, 156]}, {'text': 'portrait', 'indices': [157, 166]}, {'text': 'oldmaster', 'indices': [167, 177]}, {'text': 'historyrepeats', 'indices': [178, 193]}, {'text': 'stayhealthy', 'indices': [194, 206]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lA54CfLX3C', 'expanded_url': 'https://www.instagram.com/p/B9KO-48JNCf/?igshid=e29m8qytq3jt', 'display_url': 'instagram.com/p/B9KO-48JNCf/…', 'indices': [210, 233]}]}",0,0,36061.0,20th Century by HKFA,820,328,62,7813,"New York, NY","[-73.9675, 40.7779]",0.0,0.733,0.267,0.6249
