,created_at,id,full_text,cleaned_text,entities,retweet_count,favorite_count,CountyId,user_name,user_followers_count,user_friends_count,user_listed_count,favourites_count,user_location,geo,neg,neu,pos,compound
0,2020-01-25 21:37:21+00:00,1221185310316322816,"Getting ready. Many stores are sold out of medical #FaceMasks. Are you ready? Be #prepared. #coronavirus #sanjose #SiliconValley #California #myfcsi cvspharmacy @ San Jose, California https://t.co/dJ5OQSpnL2","getting ready many stores sold medical facemasks ready prepared sanjose siliconvalley california myfcsi cvspharmacy san jose california
","{'hashtags': [{'text': 'FaceMasks', 'indices': [51, 61]}, {'text': 'prepared', 'indices': [81, 90]}, {'text': 'coronavirus', 'indices': [92, 104]}, {'text': 'sanjose', 'indices': [105, 113]}, {'text': 'SiliconValley', 'indices': [114, 128]}, {'text': 'California', 'indices': [129, 140]}, {'text': 'myfcsi', 'indices': [141, 148]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/dJ5OQSpnL2', 'expanded_url': 'https://www.instagram.com/p/B7wgpM2hf0I/?igshid=yzghsv3k347g', 'display_url': 'instagram.com/p/B7wgpM2hf0I/…', 'indices': [184, 207]}]}",0,2,6085.0,"William Bender, FCSI",6639,6466,361,16473,"San Jose, California","[-121.8865, 37.3376]",0.0,0.67,0.33,0.7096
1,2020-01-31 02:52:08+00:00,1223076466801250304,"Thoughts? San Francisco :: As coronavirus fears mount, fewer flights and more masks at SFO - San Francisco Chronicle: As coronavirus fears mount, fewer flights and more masks at SFO  San… https://t.co/roGFWjn9jQ #GraceShi #AngelaPan #MichelleDu #MikeBoyd #HenryHarteveldt","thoughts san francisco fears mount fewer flights masks sfo san francisco chronicle fears mount fewer flights masks sfo san… graceshi angelapan michelledu mikeboyd henryhaeveldt
","{'hashtags': [{'text': 'GraceShi', 'indices': [212, 221]}, {'text': 'AngelaPan', 'indices': [222, 232]}, {'text': 'MichelleDu', 'indices': [233, 244]}, {'text': 'MikeBoyd', 'indices': [245, 254]}, {'text': 'HenryHarteveldt', 'indices': [255, 271]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/roGFWjn9jQ', 'expanded_url': 'http://dlvr.it/RP5Fb0', 'display_url': 'dlvr.it/RP5Fb0', 'indices': [188, 211]}]}",0,0,6075.0,Shaun Haines 力是亮,1,4970,0,7468,"San Francisco, CA","[-122.4190191, 37.7485909]",0.203,0.797,0.0,-0.6808
2,2020-01-31 02:19:03+00:00,1223068144933097472,San Francisco :: San Francisco :: Trump under growing pressure on U.S. response to growing coronavirus threat https://t.co/ztEHx2AjM4 Text Squad to 66599 Text Squad to 66599,"san francisco san francisco trump growing pressure us response growing threat text squad text squad
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ztEHx2AjM4', 'expanded_url': 'http://dlvr.it/RP5Bq6', 'display_url': 'dlvr.it/RP5Bq6', 'indices': [110, 133]}]}",0,0,6081.0,Shaun Haines 力是亮,1,4970,0,7468,"San Francisco, CA","[-122.38733002, 37.73465621]",0.28,0.55,0.17,-0.4939
3,2020-01-25 00:21:02+00:00,1220864116912345088,Thoughts? San Francisco :: Life science companies make first moves to attack deadly coronavirus https://t.co/BidHrChBML,"thoughts san francisco life science companies make first moves attack deadly
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BidHrChBML', 'expanded_url': 'http://dlvr.it/RNj7zL', 'display_url': 'dlvr.it/RNj7zL', 'indices': [96, 119]}]}",0,0,6075.0,Shaun Haines 力是亮,1,4970,0,7468,"San Francisco, CA","[-122.3958528, 37.7929728]",0.237,0.763,0.0,-0.4767
4,2020-01-25 00:38:17+00:00,1220868458314944512,"She was only 16. We’re heartbroken, we’re furious, and we can’t stop thinking about her and all our loved ones who’s lives are affected by the #MMIW #MMIWG epidemic. 

Big Horn County, which is primarily made up of… https://t.co/oXUsvzwW1a","’ heabroken ’ furious ’ stop thinking loved ones ’ lives affected mmiw mmiwg epidemic big horn county primarily made of…
","{'hashtags': [{'text': 'MMIW', 'indices': [143, 148]}, {'text': 'MMIWG', 'indices': [149, 155]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oXUsvzwW1a', 'expanded_url': 'https://www.instagram.com/p/B7uQjXVgCUy/?igshid=1dqjyfne4wvu4', 'display_url': 'instagram.com/p/B7uQjXVgCUy/…', 'indices': [216, 239]}]}",9,26,,B . YE L L O W T A I L,6233,464,75,3326,,"[-107.613, 45.7318]",0.307,0.533,0.16,-0.3818
5,2020-01-30 00:28:33+00:00,1222677948156665859,Thoughts? San Francisco:: Four People In Monterey County Tested For Wuhan Coronavirus https://t.co/vKfV6T3tiF #Local #News #SouthBayNews #SyndicatedLocal @HainesForSF 2020,"thoughts san francisco four people monterey county tested wuhan local news southbaynews syndicatedlocal hainesforsf
","{'hashtags': [{'text': 'Local', 'indices': [110, 116]}, {'text': 'News', 'indices': [117, 122]}, {'text': 'SouthBayNews', 'indices': [123, 136]}, {'text': 'SyndicatedLocal', 'indices': [137, 153]}], 'symbols': [], 'user_mentions': [{'screen_name': 'HainesForSF', 'name': 'Shaun Haines 力是亮', 'id': 853007708814954496, 'id_str': '853007708814954496', 'indices': [154, 166]}], 'urls': [{'url': 'https://t.co/vKfV6T3tiF', 'expanded_url': 'http://dlvr.it/RP1F71', 'display_url': 'dlvr.it/RP1F71', 'indices': [86, 109]}]}",0,0,6081.0,Shaun Haines 力是亮,1,4970,0,7468,"San Francisco, CA","[-122.3958528, 37.7929728]",0.0,1.0,0.0,0.0
6,2020-01-30 00:53:38+00:00,1222684258751406081,Me every night in quarantine just waiting. #coronavirus @ Chez Casa De La Maison https://t.co/lj5Yc6HtoN,"every night quarantine waiting chez casa de la maison
","{'hashtags': [{'text': 'coronavirus', 'indices': [43, 55]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lj5Yc6HtoN', 'expanded_url': 'https://www.instagram.com/p/B77KSarHsIw/?igshid=3dd9qeoy196d', 'display_url': 'instagram.com/p/B77KSarHsIw/…', 'indices': [81, 104]}]}",0,0,51153.0,Michael Nitz,151,274,0,22,"Hoodbridge, VA","[-77.28006785, 38.64352575]",0.0,1.0,0.0,0.0
7,2020-01-30 00:52:21+00:00,1222683937983672320,Me every night in quarantine just waiting. #coronavirus @ Chez Casa De La Maison https://t.co/7ZB5YyM04B,"every night quarantine waiting chez casa de la maison
","{'hashtags': [{'text': 'coronavirus', 'indices': [43, 55]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7ZB5YyM04B', 'expanded_url': 'https://www.instagram.com/p/B77KJBVH5yR/?igshid=1e05au5ysaqsr', 'display_url': 'instagram.com/p/B77KJBVH5yR/…', 'indices': [81, 104]}]}",0,0,51153.0,Michael Nitz,151,274,0,22,"Hoodbridge, VA","[-77.28006785, 38.64352575]",0.0,1.0,0.0,0.0
8,2020-01-30 00:17:48+00:00,1222675243099205634,China Friendship Gate in Philadelphia.  #chinafriendshipgate #chinatownphilly @ China Friendship Gate https://t.co/fVMYw8kVcr,"china friendship gate philadelphia chinafriendshipgate chinatownphilly china friendship gate
","{'hashtags': [{'text': 'chinafriendshipgate', 'indices': [40, 60]}, {'text': 'chinatownphilly', 'indices': [61, 77]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/fVMYw8kVcr', 'expanded_url': 'https://www.instagram.com/p/B77GMAmn3vp/?igshid=1pwayc1k3uc3v', 'display_url': 'instagram.com/p/B77GMAmn3vp/…', 'indices': [102, 125]}]}",0,0,38063.0,Blenda TeGrootenhuis,149,489,12,17683,Michigan,"[-75.15637, 39.95373]",0.0,0.547,0.453,0.7003
9,2020-01-27 12:41:02+00:00,1221775120118636547,https://t.co/ZonDYtCcTv China’s League of Legends Pro League delayed indefinitely due to coronavirus outbreak https://t.co/lF3FSIZSQf,"china ’ league legends pro league delayed indefinitely due outbreak
","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZonDYtCcTv', 'expanded_url': 'https://goo.gl/uqOubX', 'display_url': 'goo.gl/uqOubX', 'indices': [0, 23]}, {'url': 'https://t.co/lF3FSIZSQf', 'expanded_url': 'http://dlvr.it/RNqpQ4', 'display_url': 'dlvr.it/RNqpQ4', 'indices': [110, 133]}]}",0,1,48039.0,gamesbestbuy,1311,2674,19,758,"Liverpool, England","[-101.16210938, 38.57393752]",0.192,0.808,0.0,-0.2263
